,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
856,"March 23, 1946",?,"Off Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,?,Karachi - Australia,Avro 691 Lancastrian 1,G-AGLX,1178,10,5,5,10,5,5,0,Disappeared between Ceylon and the Cocos Islands while en route. Aircraft owned by BOAC and operated by both airlines on Sydney-London services (BOAC crews operated London-Karachi and Qantas crews Karachi-Sydney).
857,"April 01, 1946",10:00,"near Craigavad, Northern Ireland",Railway Air Services Ltd.,?,Liverpool - Belfast,de Hvilland 89A Dragon Rapide,G-AERZ,?,6,4,2,6,4,2,0,Crashed 5 miles north northeast of belfast while attempting to land in advese weather. Pilot error. The pilot failed to maintain a course necessary to avoid higher terrain.
858,"April 05, 1946",c 11:15,"Rabat, Malta",Military - Royal British Navy,?,?,Vickers Wellington bomber,HE-274,?,4,0,4,4,0,4,16,"The Wellington was engaged in exercises with a Spitfire fighter. The fighter was using the Wellington as a dummy target and the Wellington was to take evasive action. When the bomber was between 4,000 and 5,000 feet altitude, it turned to port and started diving at 20 degrees. It kept on loosing altitude till it crashed into houses in the center of Rabat. No distress signal was transmitted to either the fighter pilot or ground control.  The probable cause of the accident was leakage of hydraulic fluid which somehow heated and released fumes in the cockpit rendering the crew unconcious."
859,"April 08, 1946",?,"Near Shensi, China",?,?,Shensi - Yenan,?,?,?,14,11,3,14,11,3,0,?
860,"April 22, 1946",?,"La Liberiad, Nicaragua",TACA,?,La Liberiad - Managua,Lockheed 14 Super Electra,AN-ACC,?,21,18,3,20,17,3,0,Crashed on takeoff.
861,"April 30, 1946",?,"Pindi-Khut ,India",Military - Royal Air Force,?,?,Douglas C-47A,FZ559,12094,12,?,?,12,?,?,0,Broke up in midair and crashed.
862,"May 10, 1946",?,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,?,?,PBY4-2 Privateer / PB4Y-2 Privateer,?,?,28,?,?,28,?,?,0,Collided in midair while a fighter made practice diving maneuvers on the formation.
863,"May 16, 1946",c 01:00,"Richmond, Virginia",Viking Air Transport,?,Richmond - Atlanta,Douglas DC-3,NC53218,19626,27,25,2,27,25,2,0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions."
864,"May 22, 1946",13:00,"Oslo, Norway",DNL Norwegian Air Lines,?,Oslo - Stockholm,Junkers JU-52/3m,LN-LAB,6048,14,11,3,13,10,3,0,Crashed into Oslo Fjord shortly after takeoff. Engine trouble forced the plane back but it stalled and crashed into trees and a house.
865,"June 01, 1946",07:40,"Off Amalfi, Italy",Military - U.S. Army Air Forces,?,Cairo - Rome,Douglas C-54-DO (DC-4),44-9078,27304,38,30,8,30,26,4,0,"A fire of undetermined origin erupted in the cockpit. The crew  was unable to control the smoke and flames, lost control and the aircraft and crashed. Eight aboard parachuted to safety."
866,"June 09, 1946",10:30,"Taboga Island, Panama",Military - U.S. Army Air Forces,?,?,Douglas C-54D-DC (DC-4),43-17231,22181,23,17,6,23,17,6,0,Crashed into a summit after flying below the prescribed altitude.
867,"June 09, 1946",13:15,"Near Abeokuta, Nigeria",Military -Royal Air Force,?,Kano - Ikeja,Douglas C-47 Dakota,KG747,25291,18,12,6,18,12,6,0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja."
868,"June 29, 1946",?,Off Malaya,Military - Royal Air Force,?,?,Douglas C-47B,KJ918,14641/26086,18,?,?,18,?,?,0,Disappeared.
869,"June 29, 1946",?,"Pau, France",Air France,?,?,Junkers Ju-52/3m,F-BAJS,AAC020,3,0,3,2,0,2,0,The cargo  plane struck power lines and crashed while attempting to take off.
870,"July 09, 1946",20:10,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,?,?,Boeing B17G,43-39136,?,25,21,4,25,21,4,0,Struck a slope on Mt. Tom during an approach to land at Westover Field.
871,"July 11, 1946",?,"Reading, Pennsylvania",Trans Continental and Western Air,513,Training flight,Lockheed L-049 Constellation,NC86513,2040,6,0,6,5,0,5,0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and  creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight."
872,"July 13, 1946",?,"Tsinan, China",Central Air Transport,?,?,Curtiss C-46,?,?,49,47,2,13,11,2,0,The aircraft crashed 1 mile from the airfield shortly after takeoff due to engine failure.
873,"July 17, 1946",?,"Cuenca, Ecuador",ANDESA,?,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30,27,3,30,27,3,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.
874,"July 18, 1946",21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,?,Topeka - Denver,Douglas C-47,?,?,13,10,3,13,10,3,0,Crashed into a field during a thunder and lightning storm.
875,"July 20, 1946",12:15,Off the Panama coast,Military -  (2) U.S. Army Air Forces,?,?,Boeing B-17G / Boeing B-17G,4485624/4485626,?,20,?,?,20,?,?,0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft."
876,"July 25, 1946",?,"Bassein, Burma",Military -Royal Air Force,?,?,Douglas C-47 Dakota,KN585,33219,22,18,4,22,18,4,0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.
877,"July 26, 1946",08:30,"Near Huatesco, Veracruz, Mexico",Communicaciones Aereos de veracruz,?,Jalapa - Cordoba,Fairchild Pilgrim 100A,XA-DEJ,?,9,?,?,9,?,?,0,"Returned to the airport after suffering engine failure, the plane crashed 40 miles southeast of Jalapa."
878,"August 07, 1946",?,"Oslo, Norway",British European Airways,?,Northolt - Oslo,Douglas C-47A-10-DK,G-AHCS,12348,16,11,5,3,0,3,0,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early.  Inexperience in radio range flying and inadequate equipment."
879,"August 09, 1946",?,"Lakehurst, New Jersey",Atlantic Central Airlines,?,Atlantic City - Newark,Lockheed 18-56 Lodestar,?,?,6,4,2,4,2,2,0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
880,"August 14, 1946",?,"Malta-Luqa, Malta",BOAC,?,?,Douglas C-47A,G-AGHT,10103,5,0,5,1,0,1,0,"The port engine and, later, the starboard engine failed as the result of fuel starvation. Circumstantial evidence suggests strongly that this was caused by the inadvertent selection of the auxiliary fuel tanks which at that time contained only a small amount of fuel."
881,"August 20, 1946",06;15,"Rouen, France",British Overseas Airways,?,Palestine - London,Avro 691 Lancastrian 1,G-AGMF,1186,9,0,9,8,0,8,0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.
882,"August 21, 1946",04:19,"Moline, Illinois",Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25,22,3,2,0,2,0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture."
883,"August 24, 1946",?,"Cairo, Egypt",Misrair,?,?,Avro Anson,SU-ADJ,1272,9,?,?,6,?,?,0,Crashed and caught fire.
884,"August 31, 1946",?,"Near Prince Rupert, British Columbia, Canada",Queen Charlotte Airlines,?,Stewart - Prince Rupert,Supermarine Stranraer (flying boat),CF-BYL,?,7,3,4,7,3,4,0,Crashed in Chatham Sound while preparing to land in heavy fog.
885,"September 03, 1946",17:00,"Holtug, Denmark",Air France,?,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),F-BADB,11714,22,17,5,22,17,5,0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames. One of the engines had caught fire prior to the crash resulting from a fuel leak."
886,"September 04, 1946",09:15,"Le Bourget, France",Air France,?,Paris - Croydon,Douglas DC-3,F-BAXD,42975,26,21,5,20,18,2,1,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.
887,"September 05, 1946",c 02:00,"Elko, Nevada",Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22,19,3,21,18,3,0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.
888,"September 07, 1946",?,"Bathurst, Gambia",British South American Airways,?,"Bathrust, - Argentina",Avro 685 York I,G-AHEW,1300,24,20,4,24,20,4,0,"The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader."""
889,"September 07, 1946",?,"Nome, Alaska",Mt. McKinley Airfreight,?,?,Douglas C-47A,?,?,4,2,2,4,2,2,0,The cargo plane went off course and struck a fog covered mountain as it circled to land.
890,"September 15, 1946",?,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,?,?,Douglas C-47A Dakota,962,12544,21,?,?,21,?,?,0,The pilot lost control of the aircraft after attempting a go-around maneuver.
891,"September 17, 1946",01:17,"Brussels, Belgium",Sabena,?,Brussels - Croydon,Douglas C-47-DL,OO-AUR,4549,7,4,3,1,0,1,0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.
892,"September 18, 1946",0415,"Near Gander, Newfoundland",Sabena,?,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,OO-CBG,42986,44,37,7,27,21,6,0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach procedures by the pilot in poor weather.
893,"September 19, 1946",?,"Near Tripoli, Libya",Military -Royal Air Force,?,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,NX690,?,25,19,6,25,19,6,0,Crashed after possibly being hit by lightning.
894,"September 20, 1946",?,"Lochi Mountain, China",China National Aviation Corporation,?,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,?,?,28,25,3,28,25,3,0,"Crashed into a 15,000 ft. mountain shortly after taking off from Sichang."
895,"September 25, 1946",09:31,Near Hong Kong International Airport,Military - Royal Air Force,?,Hong Kong - Singapore,Douglas C-47B-25-DK,KN414,16091/32839,19,14,5,19,14,5,0,"The aircraft departed Hong Kong, Runway 31, climbing to a height of 700-800 feet. At that point the airplane lost control and crashed. The Dakota possibly stalled after encountering turbulence from the foothills."
896,"September 27, 1946",?,"Near Milngavie, Stirlingshire, Scotland",Railway Air Service Ltd.,?,Islay - Glascow,de Havilland 89A Dragon Rapide,G-AFFF,?,7,5,2,7,5,2,0,Crashed into a hill in low overcast weather. Navigation error.
897,"September 27, 1946",17:30,"Rio Doce, Brazil",Panair do Brasil,?,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25,22,3,25,22,3,0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.
898,"October 03, 1946",c 03:30,"Stephenville, Newfoundland",American Overseas Airlines,?,Gander - Shannon,Douglas C-54E-5-DO,NC90904,27290,39,31,8,39,31,8,0,"Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named ""Flagship New England.""  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained."
899,"October 06, 1946",07:30,"Off Penang, Malaya",Military -Royal Air Force,?,?,Avro 685 York 1,MW125,?,21,15,6,21,15,6,0,Crashed in the Strait of Malacca while en route.
900,"October 07, 1946",11:20,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,?,?,Fairey Firefly MK1,PP526,?,1,0,1,1,0,1,22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
901,"October 08, 1946",04:33,"Cheyenne, Wyoming",United Air Lines,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41,37,4,2,2,0,0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan."""
902,"October 10, 1946",20:00,"Near Sefrou, Morocco",Air Ocean,?,Paris - Casablanca,Junkers Ju-52/3m,F-BCAA,AAC281,16,11,5,16,11,5,0,Crashed into a mountain while en route. Navigation error.
903,"October 17, 1946",00:57,"Laramie, Wyoming",National Air Transport Services,942,Oakland - Chicago,Douglas DC-3,NC38942,12971,13,10,3,13,10,3,0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.
904,"October 17, 1946",?,"Near Chitral, India",Military - Royal Air Force,?,?,Douglas C-47B,KN236,15659/27104,11,?,?,11,?,?,0,"Struck an 11,000 ft. mountain."
905,"October 23, 1946",?,"Gebel Kalamoun, Egypt",Socotra,?,Paris - Cairo,Junkers JU-52/3m,F-BCHD,AAC311,24,22,2,1,1,0,0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.
906,"November 01, 1946",?,"St Leger-la-Montagne, France",CTA Languedoc Roussillon,?,Paris - Toulouse - Casablanca,AAC-1 Toucan,F-BCAD,284,27,24,3,23,20,3,0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
